行业,股票,时间,产权比率,保守速动比率,偿债能力指标,净利润(元),净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),成长能力指标,扣非净利润(元),扣非净利润同比增长率,每股净资产(元),每股指标,每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,盈利能力指标,营业周期(天),营业总收入(元),营业总收入同比增长率,资产负债率,运营能力指标,速动比率,销售净利率,销售毛利率
医药行业,英特集团,2022-12-31,4.45,0.90,   ,2.12亿,26.47%,10.69%,10.19%,0.7100,39.96,9.01,70.79,   ,2.00亿,30.87%,6.39,   ,3.99,1.26,1.42,1.35,   ,110.74,306.19亿,14.55%,70.50%,   ,0.91,1.51%,6.47%
医药行业,英特集团,2023-03-31,2.93,0.92,   ,6831.21万,43.67%,2.58%,1.83%,0.1859,42.55,2.12,78.25,   ,6565.55万,49.06%,11.70,   ,4.22,-4.17,5.87,1.32,   ,120.80,79.02亿,10.84%,72.43%,   ,0.94,1.44%,6.34%
医药行业,英特集团,2023-06-30,2.79,0.96,   ,2.78亿,142.27%,8.50%,7.18%,0.6400,41.65,4.32,74.15,   ,2.05亿,88.83%,7.45,   ,2.87,-0.35,3.59,1.36,   ,115.80,160.02亿,9.23%,71.20%,   ,0.98,2.16%,6.54%
医药行业,英特集团,2023-09-30,2.53,0.93,   ,3.66亿,128.02%,10.46%,8.88%,0.8014,43.20,6.25,78.85,   ,2.73亿,81.14%,7.74,   ,2.94,-2.47,3.80,1.38,   ,122.05,239.18亿,7.19%,69.26%,   ,0.95,1.88%,6.44%
医药行业,莱茵生物,2014-12-31,5.28,0.16,   ,4161.08万,20.79%,19.08%,17.41%,0.1000,455.12,0.79,37.25,   ,3145.29万,210.54%,1.84,   ,0.14,0.70,0.64,0.97,   ,492.37,6.38亿,49.45%,84.07%,   ,0.16,6.52%,21.00%
医药行业,莱茵生物,2015-03-31,5.18,0.13,   ,342.36万,217.66%,1.42%,1.41%,0.0100,"1,111.11",0.08,61.43,   ,359.90万,319.53%,1.87,   ,0.16,0.73,0.64,1.02,   ,"1,172.54",6594.47万,24.33%,83.81%,   ,0.13,4.11%,18.57%
医药行业,莱茵生物,2015-06-30,1.51,0.58,   ,1067.97万,-27.60%,2.63%,1.45%,0.0200,880.20,0.20,49.67,   ,835.71万,-13.53%,5.05,   ,0.20,0.75,3.80,1.60,   ,929.87,1.73亿,10.40%,60.22%,   ,0.58,5.24%,17.41%
医药行业,莱茵生物,2015-09-30,1.13,0.37,   ,5650.93万,178.87%,10.52%,7.28%,0.1300,847.46,0.32,37.18,   ,5338.83万,262.32%,5.33,   ,0.46,0.95,3.80,1.88,   ,884.64,3.13亿,18.84%,53.06%,   ,0.37,14.98%,28.30%
医药行业,莱茵生物,2015-12-31,1.55,0.29,   ,7529.92万,80.96%,12.56%,9.46%,0.1700,952.63,0.38,37.24,   ,6485.05万,106.18%,1.82,   ,0.19,0.04,0.60,1.42,   ,989.87,5.14亿,-19.31%,60.79%,   ,0.29,14.63%,30.84%
医药行业,莱茵生物,2016-03-31,1.52,0.31,   ,1668.17万,387.25%,2.07%,2.05%,0.0400,"1,236.26",0.07,45.07,   ,1615.30万,348.81%,1.86,   ,0.23,-0.05,0.60,1.47,   ,"1,281.34",1.09亿,65.43%,60.27%,   ,0.31,15.29%,29.10%
医药行业,莱茵生物,2016-06-30,1.55,0.26,   ,2702.41万,153.04%,3.37%,3.37%,0.0600,"1,264.04",0.14,45.23,   ,2500.18万,199.17%,1.83,   ,0.20,0.21,0.60,1.42,   ,"1,309.28",2.04亿,17.74%,60.75%,   ,0.26,13.26%,25.76%
医药行业,莱茵生物,2016-09-30,1.61,0.18,   ,4274.95万,-24.35%,5.31%,5.23%,0.1000,"1,177.5",0.23,39.70,   ,3969.37万,-25.65%,1.87,   ,0.24,0.22,0.60,1.29,   ,"1,217.2",3.27亿,4.35%,61.67%,   ,0.18,13.08%,24.96%
医药行业,莱茵生物,2016-12-31,1.87,0.09,   ,6966.34万,-7.48%,8.54%,8.24%,0.1600,"1,012.09",0.36,33.74,   ,6406.45万,-1.21%,1.93,   ,0.29,-0.11,0.60,1.19,   ,"1,045.83",5.71亿,11.07%,65.21%,   ,0.09,12.17%,25.54%
医药行业,莱茵生物,2017-03-31,2.02,0.12,   ,1296.46万,-22.28%,1.52%,1.51%,0.0300,"1,153.85",0.08,33.09,   ,1273.96万,-21.13%,1.96,   ,0.32,-0.28,0.60,1.17,   ,"1,186.94",1.43亿,30.91%,66.91%,   ,0.12,9.11%,25.22%
医药行业,莱茵生物,2017-06-30,2.01,0.10,   ,7136.53万,164.08%,8.10%,7.78%,0.1600,"1,016.95",0.18,30.50,   ,6902.71万,176.09%,2.10,   ,0.45,0.13,0.60,1.17,   ,"1,047.45",3.78亿,85.71%,66.82%,   ,0.10,18.85%,32.17%
医药行业,莱茵生物,2017-09-30,2.22,0.09,   ,8999.94万,110.53%,10.10%,9.62%,0.2100,"1,070.58",0.25,24.59,   ,8533.06万,114.97%,2.14,   ,0.49,0.86,0.60,1.09,   ,"1,095.17",5.45亿,66.79%,68.93%,   ,0.09,16.54%,30.38%
医药行业,莱茵生物,2017-12-31,1.76,0.08,   ,2.06亿,195.62%,21.71%,19.59%,0.4700,979.33,0.37,29.45,   ,8557.75万,33.58%,2.40,   ,0.73,0.55,0.60,1.20,   ,"1,008.77",8.01亿,40.22%,63.72%,   ,0.08,25.70%,26.67%
医药行业,莱茵生物,2018-03-31,1.72,0.06,   ,1829.17万,41.09%,1.73%,1.71%,0.0400,"2,432.43",0.04,57.87,   ,1784.32万,40.06%,2.44,   ,0.77,0.03,0.60,1.22,   ,"2,490.31",1.11亿,-21.94%,63.23%,   ,0.06,16.40%,37.53%
医药行业,莱茵生物,2018-06-30,1.37,0.09,   ,7226.66万,1.26%,6.65%,6.56%,0.1700,"1,631.91",0.11,46.57,   ,6971.80万,1.00%,2.52,   ,0.85,-0.05,0.60,1.30,   ,"1,678.49",3.07亿,-18.81%,57.82%,   ,0.09,23.52%,38.07%
医药行业,莱茵生物,2018-09-30,1.16,0.13,   ,7747.87万,-13.91%,7.16%,6.99%,0.1800,"1,454.74",0.19,47.29,   ,7360.11万,-13.75%,2.54,   ,0.86,0.02,0.60,1.36,   ,"1,502.03",4.55亿,-16.40%,53.74%,   ,0.13,17.01%,34.19%
医药行业,莱茵生物,2018-12-31,0.91,0.18,   ,8166.43万,-60.35%,7.57%,7.33%,0.1900,"1,276.6",0.28,54.61,   ,6946.53万,-18.83%,2.55,   ,0.84,-0.19,0.60,1.47,   ,"1,331.21",6.20亿,-22.68%,47.51%,   ,0.18,13.16%,32.84%
医药行业,莱茵生物,2019-03-31,0.82,0.17,   ,1597.34万,-12.67%,1.30%,1.29%,0.0400,"1,461.04",0.06,83.97,   ,1066.07万,-40.25%,2.83,   ,1.10,-0.21,0.60,1.50,   ,"1,545.01",1.04亿,-6.28%,45.14%,   ,0.17,15.22%,35.72%
医药行业,莱茵生物,2019-06-30,0.50,0.71,   ,5912.26万,-18.19%,4.21%,3.43%,0.1200,"1,122.89",0.16,75.02,   ,3913.47万,-43.87%,3.05,   ,0.88,-0.15,1.07,2.28,   ,"1,197.91",2.62亿,-14.80%,33.40%,   ,0.71,22.54%,33.86%
医药行业,莱茵生物,2019-09-30,0.49,0.67,   ,7575.00万,-2.23%,5.02%,4.35%,0.1500,"1,146.5",0.24,67.52,   ,5609.31万,-23.79%,3.08,   ,0.91,-0.14,1.07,2.33,   ,"1,214.02",3.91亿,-14.23%,32.92%,   ,0.67,19.36%,34.43%
医药行业,莱茵生物,2019-12-31,0.48,0.52,   ,1.06亿,29.37%,6.77%,6.01%,0.2000,799.82,0.45,69.92,   ,8696.20万,25.19%,3.11,   ,0.93,-0.30,1.07,2.40,   ,869.74,7.41亿,19.67%,32.39%,   ,0.52,14.14%,30.17%
医药行业,莱茵生物,2020-03-31,0.48,0.64,   ,1626.79万,1.84%,0.92%,0.92%,0.0300,982.53,0.09,114.85,   ,679.66万,-36.25%,3.14,   ,0.96,0.15,1.07,2.37,   ,"1,097.39",1.17亿,11.96%,32.25%,   ,1.50,13.91%,30.71%
医药行业,莱茵生物,2020-06-30,0.52,0.59,   ,5384.04万,-8.93%,3.01%,3.02%,0.1000,842.30,0.21,91.16,   ,3076.56万,-21.39%,3.16,   ,0.97,0.22,1.07,2.14,   ,933.46,2.81亿,7.23%,34.24%,   ,1.39,19.18%,33.18%
医药行业,莱茵生物,2020-09-30,0.50,0.53,   ,6605.69万,-12.80%,3.72%,3.70%,0.1200,758.64,0.36,88.75,   ,3818.88万,-31.92%,3.16,   ,1.00,0.42,1.07,2.03,   ,847.39,4.44亿,13.55%,33.34%,   ,1.29,14.89%,30.54%
医药行业,莱茵生物,2020-12-31,0.76,0.38,   ,8598.94万,-18.61%,4.86%,4.80%,0.1500,606.16,0.59,86.52,   ,5369.31万,-38.26%,3.17,   ,1.01,0.36,1.07,1.51,   ,692.69,7.84亿,5.70%,42.80%,   ,0.89,11.00%,27.87%
医药行业,莱茵生物,2021-03-31,0.62,0.34,   ,2153.35万,32.37%,1.19%,1.19%,0.0400,355.45,0.25,80.68,   ,1303.05万,91.72%,3.21,   ,1.05,-0.03,1.07,1.62,   ,436.13,2.21亿,88.96%,38.16%,   ,0.95,10.25%,24.98%
医药行业,莱茵生物,2021-06-30,0.57,0.36,   ,5962.56万,10.75%,3.29%,3.28%,0.1100,344.30,0.52,74.46,   ,3522.83万,14.51%,3.22,   ,1.07,0.18,1.07,1.68,   ,418.76,4.53亿,61.36%,36.12%,   ,1.01,14.03%,28.01%
医药行业,莱茵生物,2021-09-30,0.61,0.41,   ,8759.77万,32.61%,4.81%,4.74%,0.1500,322.23,0.84,77.76,   ,6358.34万,66.50%,3.27,   ,1.12,0.32,1.07,1.59,   ,400.00,7.12亿,60.56%,37.70%,   ,1.01,13.34%,29.49%
医药行业,莱茵生物,2021-12-31,0.73,0.33,   ,1.18亿,37.74%,6.84%,6.34%,0.2100,334.04,1.08,78.18,   ,8534.51万,58.95%,3.31,   ,1.15,0.05,1.07,1.48,   ,412.22,10.53亿,34.40%,41.68%,   ,0.83,12.46%,29.80%
医药行业,莱茵生物,2022-03-31,0.64,0.33,   ,3842.42万,78.44%,2.04%,2.02%,0.0700,300.50,0.30,79.11,   ,2975.52万,128.35%,3.37,   ,1.22,0.08,1.07,1.64,   ,379.61,2.82亿,27.76%,38.78%,   ,0.89,14.16%,27.83%
医药行业,莱茵生物,2022-06-30,0.61,0.43,   ,1.33亿,123.62%,6.84%,6.57%,0.2400,287.17,0.63,79.19,   ,1.12亿,218.97%,3.59,   ,1.39,0.15,1.07,1.78,   ,366.36,6.42亿,41.71%,37.29%,   ,1.06,21.70%,36.28%
医药行业,莱茵生物,2022-09-30,0.44,1.35,   ,1.76亿,100.71%,8.40%,5.74%,0.3000,259.59,1.04,73.77,   ,1.55亿,143.47%,4.19,   ,1.13,0.18,1.92,2.44,   ,333.36,9.79亿,37.44%,30.09%,   ,1.78,18.83%,34.15%
医药行业,莱茵生物,2022-12-31,0.44,1.01,   ,1.79亿,50.92%,7.76%,5.83%,0.2900,298.24,1.21,76.23,   ,1.49亿,74.66%,4.13,   ,1.09,-0.35,1.97,2.51,   ,374.47,14.01亿,32.99%,30.12%,   ,1.47,13.44%,30.80%
医药行业,莱茵生物,2023-03-31,0.46,0.85,   ,1993.74万,-48.11%,0.65%,0.65%,0.0300,471.70,0.19,102.11,   ,838.29万,-71.83%,4.15,   ,1.11,-0.0007,1.97,2.37,   ,573.81,2.53亿,-10.55%,31.03%,   ,1.27,9.00%,23.38%
医药行业,莱茵生物,2023-06-30,0.45,0.76,   ,3619.64万,-72.85%,1.17%,1.18%,0.0500,460.83,0.39,97.81,   ,396.37万,-96.47%,4.12,   ,1.03,0.08,1.98,2.41,   ,558.64,5.12亿,-20.19%,30.87%,   ,1.22,8.49%,24.36%
医药行业,莱茵生物,2023-09-30,0.45,0.56,   ,4090.07万,-76.74%,1.33%,1.33%,0.0600,370.02,0.73,100.43,   ,361.75万,-97.66%,4.13,   ,1.04,0.15,1.98,2.15,   ,470.45,8.89亿,-9.18%,30.56%,   ,1.13,5.98%,22.98%
医药行业,蓝帆医疗,2014-12-31,0.53,1.07,   ,6170.19万,31.35%,6.11%,5.92%,0.2600,57.64,6.25,50.73,   ,5607.44万,160.08%,4.34,   ,1.14,0.63,2.08,1.57,   ,108.37,15.35亿,14.97%,34.76%,   ,1.07,4.02%,15.62%
医药行业,蓝帆医疗,2015-03-31,0.58,1.21,   ,4071.63万,502.21%,3.83%,3.74%,0.1700,64.55,1.39,54.95,   ,3994.31万,411.77%,4.40,   ,1.28,0.20,2.04,1.82,   ,119.50,3.67亿,2.98%,36.75%,   ,1.21,11.00%,23.38%
医药行业,蓝帆医疗,2015-06-30,0.35,1.81,   ,8210.28万,424.07%,7.55%,7.58%,0.1700,58.87,3.06,54.73,   ,8092.19万,441.73%,4.38,   ,1.24,0.61,2.05,2.60,   ,113.60,7.56亿,-2.81%,25.62%,   ,1.81,10.71%,24.58%
医药行业,蓝帆医疗,2015-09-30,0.35,1.45,   ,1.40亿,345.20%,12.79%,12.24%,0.2900,57.90,4.66,58.53,   ,1.39亿,394.07%,4.64,   ,1.48,0.54,2.07,2.64,   ,116.43,11.31亿,-1.73%,26.00%,   ,1.45,12.26%,26.02%
医药行业,蓝帆医疗,2015-12-31,0.27,1.65,   ,1.70亿,175.86%,15.24%,14.39%,0.3500,57.66,6.24,54.10,   ,1.66亿,196.87%,4.78,   ,1.58,1.06,2.40,2.53,   ,111.76,15.09亿,-1.70%,20.94%,   ,1.65,11.14%,25.94%
医药行业,蓝帆医疗,2016-03-31,0.22,1.71,   ,4460.34万,9.55%,3.70%,3.63%,0.0900,59.03,1.52,56.24,   ,4361.86万,9.20%,4.97,   ,1.76,0.25,2.41,2.93,   ,115.27,3.26亿,-11.35%,18.24%,   ,1.71,13.58%,28.99%
医药行业,蓝帆医疗,2016-06-30,0.28,1.26,   ,9894.72万,20.52%,7.90%,8.18%,0.2000,59.59,3.02,59.45,   ,8357.45万,3.28%,2.45,   ,0.79,0.30,0.71,2.63,   ,119.04,6.36亿,-15.78%,21.75%,   ,1.26,15.44%,29.72%
医药行业,蓝帆医疗,2016-09-30,0.21,1.87,   ,1.48亿,5.36%,11.86%,11.72%,0.3000,59.46,4.54,58.31,   ,1.26亿,-9.27%,2.55,   ,0.89,0.39,0.71,3.21,   ,117.77,9.71亿,-14.11%,17.38%,   ,1.87,15.14%,28.96%
医药行业,蓝帆医疗,2016-12-31,0.22,1.76,   ,1.81亿,6.38%,14.66%,13.94%,0.3700,65.76,5.47,58.36,   ,1.61亿,-3.39%,2.63,   ,0.95,0.33,0.72,3.07,   ,124.11,12.89亿,-14.59%,18.08%,   ,1.76,13.99%,27.16%
医药行业,蓝帆医疗,2017-03-31,0.23,1.73,   ,5209.18万,16.79%,3.93%,3.80%,0.1100,61.38,1.47,47.01,   ,5598.84万,28.36%,2.77,   ,1.05,0.09,0.72,2.82,   ,108.40,4.03亿,23.59%,18.93%,   ,1.73,12.94%,31.08%
医药行业,蓝帆医疗,2017-06-30,0.28,1.51,   ,1.03亿,4.47%,7.84%,7.79%,0.2100,60.66,2.97,47.60,   ,1.05亿,25.55%,2.68,   ,0.95,0.33,0.72,2.22,   ,108.25,7.81亿,22.70%,21.82%,   ,1.51,13.32%,30.37%
医药行业,蓝帆医疗,2017-09-30,0.29,1.34,   ,1.59亿,7.70%,12.01%,11.52%,0.3200,63.65,4.24,44.23,   ,1.60亿,26.62%,2.80,   ,1.07,0.49,0.73,2.15,   ,107.88,11.58亿,19.26%,22.32%,   ,1.34,13.79%,30.86%
医药行业,蓝帆医疗,2017-12-31,0.29,1.13,   ,2.01亿,10.93%,14.87%,14.08%,0.4100,71.73,5.02,44.01,   ,2.00亿,24.29%,2.88,   ,1.14,0.46,0.73,1.96,   ,115.74,15.76亿,22.28%,22.25%,   ,1.13,12.82%,31.40%
医药行业,蓝帆医疗,2018-03-31,0.38,0.76,   ,5840.03万,12.11%,4.01%,4.16%,0.1200,80.59,1.12,47.62,   ,5488.58万,-1.97%,2.84,   ,1.06,0.12,0.73,1.49,   ,128.22,3.85亿,-4.39%,27.47%,   ,0.76,15.09%,26.89%
医药行业,蓝帆医疗,2018-06-30,1.21,0.63,   ,1.48亿,42.89%,6.94%,2.69%,0.2700,102.82,1.75,73.51,   ,1.48亿,41.41%,6.34,   ,0.71,0.30,4.60,0.80,   ,176.33,9.68亿,23.97%,53.84%,   ,0.63,15.47%,31.66%
医药行业,蓝帆医疗,2018-09-30,0.91,1.08,   ,2.61亿,63.66%,9.03%,3.50%,0.3900,90.34,2.99,60.29,   ,2.75亿,72.54%,7.72,   ,0.75,0.53,5.88,1.24,   ,150.64,17.93亿,54.81%,46.88%,   ,1.08,14.86%,38.78%
医药行业,蓝帆医疗,2018-12-31,0.63,1.16,   ,3.47亿,72.61%,7.49%,4.45%,0.4700,76.45,4.71,58.12,   ,3.88亿,94.00%,8.09,   ,0.80,0.67,5.88,1.41,   ,134.57,26.53亿,68.35%,38.58%,   ,1.16,13.39%,40.57%
医药行业,蓝帆医疗,2019-03-31,0.67,1.18,   ,9605.04万,64.47%,1.22%,1.22%,0.1000,80.43,1.12,68.35,   ,8083.80万,47.28%,8.16,   ,0.90,0.10,5.88,1.42,   ,148.78,8.36亿,117.16%,40.18%,   ,1.18,12.11%,42.35%
医药行业,蓝帆医疗,2019-06-30,0.60,1.18,   ,2.35亿,58.83%,2.97%,2.93%,0.2400,87.50,2.06,65.71,   ,2.19亿,47.73%,8.32,   ,0.98,0.35,5.88,1.46,   ,153.21,16.87亿,74.23%,37.31%,   ,1.18,14.69%,45.39%
医药行业,蓝帆医疗,2019-09-30,0.57,1.31,   ,3.75亿,43.99%,4.64%,4.49%,0.3900,80.25,3.36,68.31,   ,3.46亿,25.76%,8.68,   ,1.12,0.61,5.88,1.54,   ,148.56,25.99亿,44.91%,36.21%,   ,1.31,15.24%,45.98%
医药行业,蓝帆医疗,2019-12-31,0.57,1.11,   ,4.90亿,41.41%,6.04%,5.81%,0.5100,81.36,4.42,69.66,   ,4.73亿,21.98%,8.75,   ,1.24,0.81,5.88,1.30,   ,151.03,34.76亿,31.00%,36.17%,   ,1.11,14.95%,46.63%
医药行业,蓝帆医疗,2020-03-31,0.54,0.71,   ,1.45亿,50.73%,1.70%,1.67%,0.1500,72.99,1.23,69.69,   ,1.33亿,63.94%,9.00,   ,1.39,0.14,5.88,0.86,   ,142.68,8.97亿,7.33%,34.83%,   ,0.71,16.58%,41.30%
医药行业,蓝帆医疗,2020-06-30,0.86,1.30,   ,6.21亿,164.85%,7.11%,6.57%,0.6400,74.09,2.43,54.75,   ,6.12亿,179.14%,9.33,   ,1.79,0.99,5.88,1.47,   ,128.84,22.84亿,35.45%,46.27%,   ,1.30,27.37%,53.43%
医药行业,蓝帆医疗,2020-09-30,0.79,1.26,   ,18.88亿,403.16%,20.52%,18.82%,1.9600,84.98,3.18,46.37,   ,18.78亿,442.40%,9.92,   ,3.10,1.97,5.44,1.56,   ,131.34,46.55亿,79.14%,44.22%,   ,1.26,40.66%,62.82%
医药行业,蓝帆医疗,2020-12-31,0.74,1.62,   ,17.58亿,258.66%,19.31%,17.91%,1.8200,76.13,4.73,40.02,   ,17.42亿,268.23%,9.58,   ,2.82,3.74,5.64,1.96,   ,116.15,78.69亿,126.42%,42.37%,   ,1.62,22.40%,64.40%
医药行业,蓝帆医疗,2021-03-31,0.40,3.33,   ,17.18亿,1086.89%,15.32%,13.55%,1.6900,81.62,1.10,34.59,   ,16.84亿,1170.74%,11.87,   ,4.28,1.07,6.37,4.19,   ,116.21,31.67亿,253.01%,28.50%,   ,3.33,54.26%,68.83%
医药行业,蓝帆医疗,2021-06-30,0.43,2.05,   ,34.42亿,453.90%,28.42%,26.63%,3.3800,78.09,2.30,36.93,   ,23.03亿,276.44%,12.61,   ,5.76,2.11,5.73,2.53,   ,115.02,51.88亿,127.11%,29.87%,   ,2.05,66.34%,61.44%
医药行业,蓝帆医疗,2021-09-30,0.45,1.93,   ,34.19亿,81.06%,29.85%,26.38%,3.4100,80.46,3.36,39.30,   ,22.69亿,20.80%,12.64,   ,5.74,2.49,5.73,2.44,   ,119.76,65.73亿,41.20%,30.99%,   ,1.93,52.01%,53.88%
医药行业,蓝帆医疗,2021-12-31,0.61,1.36,   ,11.56亿,-34.28%,10.32%,10.97%,1.1300,79.23,4.54,40.86,   ,6212.52万,-96.43%,10.28,   ,3.49,2.23,5.72,1.99,   ,120.09,81.09亿,3.04%,37.71%,   ,1.36,14.25%,46.95%
医药行业,蓝帆医疗,2022-03-31,0.54,1.67,   ,-5244.92万,-103.05%,-0.50%,-0.50%,-0.0500,86.54,1.04,51.44,   ,-7626.56万,-104.53%,10.31,   ,3.44,0.08,5.73,2.21,   ,137.98,12.98亿,-59.01%,35.25%,   ,1.67,-4.04%,14.58%
医药行业,蓝帆医疗,2022-06-30,0.49,1.65,   ,-1.80亿,-105.24%,-1.71%,-1.70%,-0.1800,85.39,2.11,53.43,   ,-2.11亿,-109.14%,10.36,   ,3.31,0.22,5.74,2.28,   ,138.82,25.74亿,-50.39%,32.83%,   ,1.65,-7.01%,11.20%
医药行业,蓝帆医疗,2022-09-30,0.48,1.55,   ,-1.45亿,-104.23%,-1.35%,-1.33%,-0.1400,82.60,3.27,53.93,   ,-4.12亿,-118.17%,10.62,   ,3.35,0.25,5.75,2.12,   ,136.54,37.56亿,-42.86%,32.28%,   ,1.55,-3.85%,10.09%
医药行业,蓝帆医疗,2022-12-31,0.50,1.47,   ,-3.72亿,-132.22%,-3.53%,-3.53%,-0.3700,83.53,4.31,55.01,   ,-6.57亿,-1157.82%,10.29,   ,3.07,0.49,5.76,1.94,   ,138.54,49.00亿,-39.56%,33.52%,   ,1.48,-7.60%,10.23%
医药行业,蓝帆医疗,2023-03-31,0.49,0.86,   ,-7729.98万,-47.38%,-0.74%,-0.74%,-0.0800,86.51,1.04,59.22,   ,-1.69亿,-121.46%,10.16,   ,2.99,-0.03,5.77,1.41,   ,145.74,10.94亿,-15.70%,32.73%,   ,1.02,-7.06%,12.81%
医药行业,蓝帆医疗,2023-06-30,0.54,0.80,   ,-2.37亿,-31.13%,-2.28%,-2.35%,-0.2300,84.53,2.13,60.51,   ,-3.16亿,-50.17%,9.79,   ,2.43,-0.11,5.77,1.15,   ,145.04,22.62亿,-12.12%,35.05%,   ,0.81,-10.46%,12.03%
医药行业,蓝帆医疗,2023-09-30,0.54,0.82,   ,-3.56亿,-145.76%,-3.48%,-3.58%,-0.3500,84.44,3.20,60.39,   ,-4.42亿,-7.15%,9.68,   ,2.32,-0.18,5.78,1.22,   ,144.83,35.84亿,-4.56%,35.27%,   ,0.82,-9.92%,13.27%
医药行业,贝瑞基因,2014-12-31,2.43,0.70,   ,687.82万,211.72%,5.79%,5.29%,0.0455,69.89,5.15,64.59,   ,-1975.60万,-219.85%,0.86,   ,-0.53,0.13,0.31,0.91,   ,134.49,2.74亿,4.35%,70.84%,   ,0.70,2.48%,6.68%
医药行业,贝瑞基因,2015-03-31,2.62,0.63,   ,-552.48万,-279.54%,-4.28%,-4.44%,-0.0365,108.11,0.83,91.93,   ,-544.41万,-261.14%,0.82,   ,-0.57,-0.25,0.31,0.86,   ,200.04,4655.09万,-13.59%,72.39%,   ,0.63,-11.87%,3.17%
医药行业,贝瑞基因,2015-06-30,2.77,0.73,   ,-483.45万,-4.98%,-3.79%,-3.86%,-0.0320,91.29,1.97,83.73,   ,-444.90万,-1169.33%,0.83,   ,-0.56,-0.27,0.31,0.95,   ,175.02,1.10亿,-29.88%,73.49%,   ,0.73,-4.39%,5.89%
医药行业,贝瑞基因,2015-09-30,2.60,0.62,   ,-768.18万,-7.75%,-6.09%,-6.28%,-0.0508,102.24,2.64,80.84,   ,-816.19万,-289.10%,0.81,   ,-0.58,-0.48,0.31,1.02,   ,183.07,1.51亿,-28.54%,72.20%,   ,0.62,-5.08%,4.63%
医药行业,贝瑞基因,2015-12-31,3.24,0.63,   ,-1300.87万,-289.13%,-10.53%,-11.05%,-0.0860,82.99,4.34,89.15,   ,-1300.92万,34.15%,0.78,   ,-0.62,-0.47,0.31,0.85,   ,172.14,2.30亿,-15.93%,76.41%,   ,0.63,-5.65%,3.64%
医药行业,贝瑞基因,2016-03-31,3.37,0.61,   ,-87.80万,84.11%,-0.83%,-0.75%,-0.0058,100.75,0.89,100.83,   ,-97.27万,82.13%,0.77,   ,-0.62,-0.04,0.31,0.87,   ,201.58,5262.26万,13.04%,77.10%,   ,0.61,-1.67%,6.81%
医药行业,贝瑞基因,2016-06-30,3.31,0.55,   ,-164.27万,66.02%,-1.41%,-1.41%,-0.0100,82.64,2.18,95.70,   ,-139.99万,68.54%,0.77,   ,-0.63,-0.06,0.31,0.76,   ,178.34,1.21亿,10.21%,76.78%,   ,0.55,-1.35%,5.90%
医药行业,贝瑞基因,2016-09-30,3.86,0.69,   ,9191.87万,1296.58%,-5.94%,-6.11%,0.2740,90.80,2.97,93.65,   ,-653.10万,19.98%,0.74,   ,-0.66,-0.05,0.31,0.90,   ,184.45,6.45亿,10.60%,79.44%,   ,0.69,-4.06%,5.49%
医药行业,贝瑞基因,2016-12-31,3.80,0.67,   ,1.51亿,1260.93%,-3.62%,-3.67%,0.7500,81.22,4.43,102.67,   ,-789.05万,39.35%,0.75,   ,-0.65,-0.09,0.31,0.87,   ,183.89,9.22亿,7.53%,79.19%,   ,0.67,-1.69%,6.77%
医药行业,贝瑞基因,2017-03-31,3.48,0.62,   ,3877.03万,4515.95%,-4.76%,-3.62%,0.1906,91.62,0.98,102.34,   ,-530.80万,-445.71%,0.73,   ,-0.67,-0.32,0.31,0.97,   ,193.96,2.25亿,11.79%,77.69%,   ,0.62,-6.78%,6.08%
医药行业,贝瑞基因,2017-06-30,3.88,0.61,   ,9707.74万,6009.69%,-6.67%,-6.90%,0.2787,92.91,1.94,109.38,   ,-1029.39万,-635.36%,0.71,   ,-0.69,-0.33,0.31,0.92,   ,202.29,5.24亿,-1.44%,79.51%,   ,0.61,-6.15%,5.15%
医药行业,贝瑞基因,2017-09-30,0.10,6.31,   ,1.60亿,73.91%,14.79%,10.84%,0.4817,72.57,3.72,83.67,   ,1.48亿,2373.68%,4.16,   ,0.61,-0.05,2.51,7.55,   ,156.24,8.12亿,25.92%,9.11%,   ,6.31,21.03%,61.87%
医药行业,贝瑞基因,2017-12-31,0.16,3.92,   ,2.33亿,54.12%,18.49%,15.15%,0.9200,63.61,5.66,90.82,   ,2.24亿,2944.09%,4.33,   ,0.78,0.21,2.48,4.63,   ,154.43,11.71亿,27.07%,13.61%,   ,3.92,20.87%,61.13%
医药行业,贝瑞基因,2018-03-31,0.10,6.02,   ,6566.72万,69.37%,4.18%,4.09%,0.1852,71.74,1.25,153.77,   ,6582.85万,1340.18%,4.53,   ,0.96,0.11,2.48,7.09,   ,225.51,2.97亿,32.18%,9.08%,   ,6.02,22.20%,54.79%
医药行业,贝瑞基因,2018-06-30,0.15,4.26,   ,1.46亿,50.26%,9.06%,8.57%,0.4114,87.10,2.07,151.87,   ,1.42亿,1476.56%,4.80,   ,1.19,0.32,2.53,5.23,   ,238.97,6.45亿,23.09%,12.70%,   ,4.26,22.61%,56.66%
医药行业,贝瑞基因,2018-09-30,0.10,6.12,   ,2.39亿,49.50%,14.26%,13.31%,0.6705,78.45,3.44,150.91,   ,2.29亿,54.30%,5.06,   ,1.45,0.24,2.53,7.43,   ,229.36,10.28亿,26.58%,9.15%,   ,6.12,23.12%,58.28%
