行业,股票,时间,产权比率,保守速动比率,偿债能力指标,净利润(元),净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),成长能力指标,扣非净利润(元),扣非净利润同比增长率,每股净资产(元),每股指标,每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,盈利能力指标,营业周期(天),营业总收入(元),营业总收入同比增长率,资产负债率,运营能力指标,速动比率,销售净利率,销售毛利率
医药行业,益丰药房,2019-09-30,0.83,0.79,   ,4.18亿,35.48%,9.31%,9.43%,0.7930,89.26,3.02,22.29,   ,4.12亿,42.75%,11.70,   ,3.55,1.54,6.98,1.47,   ,111.55,73.89亿,58.36%,44.30%,   ,0.79,6.33%,39.63%
医药行业,益丰药房,2019-12-31,0.99,0.69,   ,5.44亿,30.58%,12.72%,12.06%,1.0310,93.65,3.84,23.73,   ,5.37亿,40.87%,11.90,   ,3.84,2.54,7.01,1.34,   ,117.39,102.76亿,48.66%,48.68%,   ,0.69,5.93%,39.01%
医药行业,益丰药房,2020-03-31,1.03,0.76,   ,1.86亿,26.72%,4.12%,4.05%,0.3540,90.19,1.00,22.11,   ,1.83亿,28.94%,12.44,   ,4.35,0.78,7.04,1.36,   ,112.30,30.48亿,23.43%,49.60%,   ,0.76,7.07%,38.18%
医药行业,益丰药房,2020-06-30,1.19,0.89,   ,4.02亿,30.40%,8.75%,8.14%,0.7610,85.82,2.10,22.16,   ,3.98亿,31.20%,9.12,   ,3.30,0.78,4.78,1.77,   ,107.99,62.93亿,24.65%,53.23%,   ,0.89,7.36%,38.08%
医药行业,益丰药房,2020-09-30,1.20,0.93,   ,5.73亿,36.94%,12.35%,11.24%,1.0900,87.20,3.10,22.16,   ,5.70亿,38.30%,9.48,   ,3.64,1.71,4.81,1.72,   ,109.35,94.37亿,27.72%,53.40%,   ,0.93,7.04%,38.49%
医药行业,益丰药房,2020-12-31,1.31,1.00,   ,7.44亿,36.74%,15.51%,14.05%,1.0800,88.16,4.08,21.64,   ,7.39亿,37.43%,9.88,   ,3.94,2.51,4.88,1.57,   ,109.81,131.45亿,27.91%,55.35%,   ,1.00,6.59%,37.98%
医药行业,益丰药房,2021-03-31,1.22,0.86,   ,2.41亿,29.39%,4.17%,3.47%,0.3500,92.85,0.97,21.48,   ,2.33亿,27.08%,12.56,   ,4.02,1.08,7.49,1.31,   ,114.33,36.30亿,19.09%,53.81%,   ,0.86,7.43%,40.54%
医药行业,益丰药房,2021-06-30,1.19,0.78,   ,5.05亿,25.66%,8.99%,7.16%,0.7270,95.75,1.88,21.51,   ,4.94亿,24.05%,9.81,   ,3.23,1.36,5.54,1.27,   ,117.26,73.46亿,16.74%,53.19%,   ,0.78,7.55%,40.84%
医药行业,益丰药房,2021-09-30,1.10,0.72,   ,6.96亿,21.49%,10.60%,9.56%,0.9800,97.36,2.77,21.45,   ,6.81亿,19.51%,10.12,   ,3.49,2.32,5.55,1.23,   ,118.81,109.38亿,15.91%,51.24%,   ,0.73,7.03%,41.14%
医药行业,益丰药房,2021-12-31,1.23,0.66,   ,8.88亿,19.42%,13.03%,11.87%,1.2500,102.63,3.51,22.40,   ,8.59亿,16.25%,10.41,   ,3.75,2.99,5.55,1.17,   ,125.03,153.26亿,16.60%,53.88%,   ,0.66,6.46%,40.35%
医药行业,益丰药房,2022-03-31,1.18,0.67,   ,2.72亿,12.82%,3.57%,3.51%,0.3800,107.18,0.84,25.31,   ,2.66亿,14.12%,10.79,   ,4.13,0.90,5.55,1.15,   ,132.49,41.48亿,14.29%,52.87%,   ,0.68,7.28%,40.95%
医药行业,益丰药房,2022-06-30,1.21,0.59,   ,5.76亿,14.20%,7.46%,7.36%,0.5700,107.82,1.67,26.07,   ,5.59亿,13.31%,10.90,   ,4.25,1.52,5.54,1.10,   ,133.89,87.50亿,19.11%,53.28%,   ,0.59,7.32%,40.87%
医药行业,益丰药房,2022-09-30,1.30,0.63,   ,8.24亿,18.34%,10.56%,10.20%,0.8200,107.06,2.52,23.80,   ,7.95亿,16.62%,11.24,   ,4.59,3.21,5.66,1.09,   ,130.86,133.48亿,22.03%,54.94%,   ,0.63,6.87%,40.93%
医药行业,益丰药房,2022-12-31,1.39,0.67,   ,12.66亿,42.54%,15.82%,14.79%,1.7600,99.62,3.61,26.44,   ,12.30亿,43.27%,11.86,   ,5.15,5.43,5.65,1.10,   ,126.05,198.86亿,29.75%,56.64%,   ,0.67,7.18%,39.53%
医药行业,益丰药房,2023-03-31,1.31,0.68,   ,3.36亿,23.60%,3.85%,3.73%,0.4700,100.60,0.89,26.74,   ,3.21亿,20.80%,12.49,   ,5.62,1.79,5.67,1.09,   ,127.34,52.66亿,26.94%,55.02%,   ,0.68,7.21%,39.66%
医药行业,益丰药房,2023-06-30,1.23,0.64,   ,7.05亿,22.33%,7.95%,7.70%,0.7000,101.87,1.77,28.38,   ,6.79亿,21.36%,9.06,   ,4.09,1.39,3.78,1.09,   ,130.25,107.07亿,22.36%,53.53%,   ,0.64,7.46%,39.99%
医药行业,益丰药房,2023-09-30,1.27,0.68,   ,9.99亿,21.32%,11.17%,10.64%,0.9900,99.57,2.71,29.42,   ,9.66亿,21.58%,9.29,   ,4.39,2.85,3.79,1.08,   ,129.00,158.88亿,19.03%,54.32%,   ,0.68,7.10%,39.55%
医药行业,第一医药,1993-12-31,1.30,0.44,   ,1346.21万,--,--,-0.35%,--,"-9,090.91",-0.04,"45,569.62",   ,--,--,2.82,   ,0.33,--,1.89,1.73,   ,"36,478.71",14.91万,--,56.60%,   ,0.44,9030.75%,4441.99%
医药行业,第一医药,1994-06-30,1.74,0.0000,   ,1197.17万,--,--,6.88%,0.2468,--,--,--,   ,--,--,2.50,   ,0.30,--,1.16,1.94,   ,--,6999.08万,--,62.75%,   ,1.94,17.30%,--
医药行业,第一医药,1994-12-31,2.88,0.24,   ,2478.08万,84.08%,--,15.06%,--,--,--,--,   ,--,--,2.68,   ,0.43,--,1.16,1.28,   ,--,1.23亿,82096.44%,74.20%,   ,0.56,20.22%,--
医药行业,第一医药,1995-06-30,2.61,0.0000,   ,1632.31万,36.35%,--,8.61%,0.2267,--,--,--,   ,--,--,2.30,   ,0.20,--,0.97,1.32,   ,--,1.09亿,56.10%,72.30%,   ,1.32,14.94%,--
医药行业,第一医药,1995-12-31,5.10,0.29,   ,1883.37万,-24.00%,--,10.33%,--,955.41,0.38,165.89,   ,--,--,2.18,   ,-0.0100,--,0.97,1.33,   ,"1,121.31",2.07亿,69.24%,76.37%,   ,0.46,13.67%,18.59%
医药行业,第一医药,1996-06-30,3.57,0.0000,   ,210.93万,-87.08%,--,1.14%,--,--,--,--,   ,--,--,2.20,   ,0.03,--,0.97,1.23,   ,--,8934.16万,-18.23%,77.46%,   ,1.23,2.54%,--
医药行业,第一医药,1996-12-31,5.37,0.41,   ,2043.16万,8.48%,--,10.17%,--,"1,120.8",0.32,224.94,   ,--,--,2.18,   ,-0.02,--,0.88,1.10,   ,"1,345.74",2.76亿,33.26%,77.95%,   ,0.54,9.89%,34.76%
医药行业,第一医药,1997-06-30,3.26,0.0000,   ,343.75万,62.97%,--,1.50%,--,--,--,--,   ,--,--,2.27,   ,0.04,--,0.96,1.06,   ,--,7213.67万,-19.26%,76.00%,   ,1.06,4.85%,--
医药行业,第一医药,1997-12-31,2.44,0.20,   ,3110.53万,52.24%,11.30%,9.14%,0.3000,"1,069.84",0.34,161.77,   ,--,--,2.78,   ,0.21,--,1.30,1.22,   ,"1,231.61",2.90亿,5.00%,70.63%,   ,0.35,10.17%,33.22%
医药行业,第一医药,1998-06-30,2.54,0.14,   ,107.85万,-68.62%,--,0.32%,--,"3,278.69",0.05,67.17,   ,--,--,2.79,   ,0.22,--,1.30,1.22,   ,"3,345.86",4702.80万,-34.81%,71.45%,   ,0.35,1.73%,26.18%
医药行业,第一医药,1998-12-31,8.92,0.02,   ,-2.74亿,-981.31%,-82.71%,-141.02%,-0.8800,"-8,759.12",-0.04,-73.97,   ,--,--,0.62,   ,-1.48,-0.83,0.92,0.89,   ,"-8,833.1",-5185.18万,-117.87%,89.87%,   ,0.13,--,--
医药行业,第一医药,1999-06-30,--,0.09,   ,-2.55亿,-23718.19%,--,--,--,"48,648.65",0.0037,--,   ,--,--,-0.97,   ,-3.08,-0.0100,0.92,0.77,   ,"48,648.65",142.56万,-96.97%,119.05%,   ,0.09,-17867.68%,-57.93%
医药行业,第一医药,1999-12-31,--,0.08,   ,-1.81亿,33.95%,--,--,--,"300,000",0.0012,--,   ,-1.74亿,--,-1.75,   ,-3.81,-0.0100,0.92,0.68,   ,"300,000",-1099.25万,82.22%,137.32%,   ,0.08,--,--
医药行业,第一医药,2000-06-30,--,0.07,   ,-2574.66万,89.89%,--,--,--,"20,930.23",0.0086,--,   ,-2574.66万,--,-1.91,   ,-3.97,-0.0006,0.92,0.68,   ,"20,930.23",432.72万,203.53%,136.47%,   ,0.07,-594.99%,-22.42%
医药行业,第一医药,2000-12-31,--,0.06,   ,-1.30亿,28.44%,--,--,-0.8570,"15,062.76",0.02,--,   ,-1.16亿,33.63%,-2.52,   ,-4.61,0.0100,0.92,0.50,   ,"15,062.76",419.06万,138.12%,183.54%,   ,0.06,-3258.25%,-170.07%
医药行业,第一医药,2001-06-30,2.58,0.53,   ,705.09万,127.39%,4.99%,4.99%,0.0440,"1,646.84",0.11,202.04,   ,-119.04万,95.38%,0.89,   ,-4.55,0.41,4.26,0.87,   ,"1,848.89",3696.16万,754.16%,72.07%,   ,0.41,19.08%,23.08%
医药行业,第一医药,2001-09-30,2.39,0.46,   ,813.91万,--,--,5.71%,--,618.84,0.44,63.83,   ,--,--,0.89,   ,-4.54,--,4.26,0.86,   ,682.67,1.48亿,--,70.53%,   ,0.35,5.51%,21.95%
医药行业,第一医药,2001-12-31,1.92,0.47,   ,2227.89万,117.19%,15.79%,14.64%,0.1520,461.48,0.78,47.64,   ,1294.19万,111.20%,1.04,   ,-4.49,0.36,4.33,0.91,   ,509.12,2.63亿,6181.52%,65.71%,   ,0.35,9.21%,21.61%
医药行业,第一医药,2002-03-31,1.88,0.52,   ,231.75万,--,--,1.38%,--,144.65,0.62,25.33,   ,--,--,1.05,   ,-4.47,--,4.33,0.94,   ,169.98,1.27亿,--,65.24%,   ,0.39,1.83%,21.79%
医药行业,第一医药,2002-06-30,1.80,0.46,   ,526.86万,-25.28%,--,3.08%,--,144.62,1.24,25.58,   ,484.51万,507.03%,1.07,   ,-4.45,-0.06,4.33,0.86,   ,170.20,2.45亿,561.88%,64.23%,   ,0.35,2.15%,21.21%
医药行业,第一医药,2002-09-30,1.81,0.46,   ,682.62万,-16.13%,--,3.96%,--,153.11,1.76,25.89,   ,645.02万,--,1.08,   ,-4.47,--,4.33,0.87,   ,179.01,3.53亿,138.88%,64.47%,   ,0.35,1.94%,21.76%
医药行业,第一医药,2002-12-31,1.71,0.38,   ,1268.99万,-43.04%,7.47%,7.20%,0.0800,154.52,2.33,23.02,   ,1172.36万,-9.41%,1.11,   ,-4.41,0.16,4.33,0.83,   ,177.54,4.77亿,81.03%,63.15%,   ,0.29,2.66%,22.99%
医药行业,第一医药,2003-03-31,1.64,0.41,   ,336.43万,45.17%,--,1.89%,--,141.20,0.64,19.99,   ,--,--,1.13,   ,-4.39,0.02,4.33,0.84,   ,161.19,1.27亿,0.30%,62.08%,   ,0.30,2.65%,24.21%
医药行业,第一医药,2003-06-30,1.56,0.39,   ,705.50万,33.91%,--,3.85%,--,145.21,1.24,19.22,   ,719.67万,48.53%,1.15,   ,-4.37,0.0100,4.33,0.85,   ,164.43,2.49亿,1.83%,60.96%,   ,0.29,2.83%,23.95%
医药行业,第一医药,2003-09-30,1.63,0.42,   ,911.36万,33.51%,--,4.92%,--,153.30,1.76,21.13,   ,--,--,1.16,   ,-4.35,0.05,4.33,0.87,   ,174.44,3.59亿,1.87%,62.00%,   ,0.32,2.53%,23.59%
医药行业,第一医药,2003-12-31,1.56,0.44,   ,1291.23万,1.75%,7.06%,6.82%,0.0810,140.32,2.57,19.58,   ,1235.75万,5.41%,1.19,   ,-4.33,0.17,4.33,0.88,   ,159.90,5.07亿,6.39%,60.94%,   ,0.34,2.54%,23.09%
医药行业,第一医药,2004-03-31,1.57,0.48,   ,304.89万,-9.38%,--,1.59%,--,128.41,0.70,19.51,   ,310.74万,--,1.21,   ,-4.31,0.12,4.33,0.89,   ,147.92,1.36亿,6.93%,61.13%,   ,0.38,2.25%,23.26%
医药行业,第一医药,2004-06-30,1.37,0.44,   ,690.76万,-2.09%,3.59%,3.52%,0.0430,126.40,1.42,19.54,   ,706.87万,-1.78%,1.23,   ,-4.29,0.05,4.33,0.90,   ,145.94,2.69亿,8.12%,57.80%,   ,0.33,2.56%,22.33%
医药行业,第一医药,2004-09-30,1.34,0.54,   ,912.71万,0.15%,--,4.60%,--,122.07,2.21,22.18,   ,924.30万,--,1.25,   ,-4.27,0.05,4.33,0.94,   ,144.26,4.02亿,11.98%,57.17%,   ,0.40,2.27%,21.88%
医药行业,第一医药,2004-12-31,1.12,0.45,   ,1313.32万,1.71%,6.71%,6.49%,0.0820,119.40,3.02,19.44,   ,1339.11万,8.36%,1.27,   ,-4.25,0.02,4.33,0.91,   ,138.84,5.46亿,7.60%,52.77%,   ,0.33,2.41%,21.85%
医药行业,第一医药,2005-03-31,1.17,0.53,   ,308.79万,1.28%,--,1.50%,--,99.78,0.90,21.27,   ,311.00万,0.08%,1.29,   ,-4.23,0.02,4.33,0.94,   ,121.05,1.54亿,13.22%,53.90%,   ,0.36,2.01%,20.71%
医药行业,第一医药,2005-06-30,1.00,0.49,   ,703.90万,1.90%,3.42%,3.36%,0.0440,106.09,1.70,20.16,   ,708.58万,0.24%,1.31,   ,-4.21,-0.0080,4.33,0.96,   ,126.25,2.83亿,4.96%,49.88%,   ,0.33,2.49%,21.15%
医药行业,第一医药,2005-09-30,1.10,0.60,   ,956.66万,4.82%,--,4.51%,--,108.10,2.50,24.92,   ,960.04万,3.87%,1.33,   ,-4.19,0.0100,4.33,1.00,   ,133.03,4.25亿,5.67%,52.35%,   ,0.40,2.25%,20.48%
医药行业,第一医药,2005-12-31,0.48,0.62,   ,1420.54万,8.16%,6.78%,6.11%,0.0890,94.06,3.83,13.86,   ,1302.36万,-2.74%,1.46,   ,-0.11,0.09,0.53,1.57,   ,107.92,6.02亿,10.29%,32.29%,   ,0.48,2.36%,19.83%
医药行业,第一医药,2006-03-31,0.53,0.80,   ,250.20万,-18.97%,--,1.06%,0.0160,109.20,0.82,15.13,   ,252.69万,-18.75%,1.48,   ,-0.10,0.07,0.53,1.56,   ,124.33,1.24亿,-19.17%,34.44%,   ,0.61,2.01%,21.44%
医药行业,第一医药,2006-06-30,0.48,0.75,   ,615.81万,-12.51%,2.73%,2.69%,0.0386,112.25,1.60,12.81,   ,628.90万,-11.24%,1.50,   ,-0.07,0.13,0.53,1.63,   ,125.06,2.41亿,-14.84%,32.37%,   ,0.60,2.56%,21.08%
医药行业,第一医药,2006-09-30,0.58,0.94,   ,616.29万,-35.58%,--,3.76%,0.0387,80.73,3.34,16.45,   ,917.86万,-4.39%,1.52,   ,-0.05,0.21,0.53,1.53,   ,97.18,4.13亿,-2.94%,36.80%,   ,0.70,1.49%,19.48%
医药行业,第一医药,2006-12-31,0.97,0.64,   ,1317.55万,-7.25%,5.42%,5.30%,0.0800,62.22,5.79,14.22,   ,1309.75万,0.57%,1.54,   ,-0.0066,0.52,0.51,1.22,   ,76.44,9.08亿,50.87%,49.18%,   ,0.64,1.91%,18.75%
医药行业,第一医药,2007-03-31,1.05,0.71,   ,457.36万,82.80%,--,1.87%,0.0290,66.51,1.35,26.87,   ,455.97万,80.45%,1.53,   ,-0.04,0.06,0.52,1.23,   ,93.38,2.26亿,81.86%,51.20%,   ,0.71,2.02%,20.33%
医药行业,第一医药,2007-06-30,0.93,0.71,   ,1016.19万,65.02%,4.16%,4.08%,0.0638,66.10,2.72,23.56,   ,1013.53万,61.16%,1.56,   ,-0.0053,0.11,0.52,1.28,   ,89.66,4.46亿,85.37%,47.99%,   ,0.71,2.28%,19.51%
医药行业,第一医药,2007-09-30,1.03,0.72,   ,1421.48万,130.65%,--,5.61%,0.0892,69.17,3.90,25.71,   ,1422.85万,55.02%,1.59,   ,0.02,0.20,0.52,1.28,   ,94.87,6.65亿,61.10%,50.64%,   ,0.72,2.14%,19.34%
医药行业,第一医药,2007-12-31,0.77,0.70,   ,2006.14万,52.26%,5.13%,5.11%,0.1300,69.72,5.16,23.78,   ,2014.20万,53.79%,2.46,   ,0.11,0.26,1.31,1.30,   ,93.50,9.10亿,0.26%,43.50%,   ,0.70,2.21%,19.51%
医药行业,第一医药,2008-03-31,0.83,0.70,   ,586.54万,28.25%,--,1.60%,0.0370,65.93,1.37,26.97,   ,578.58万,26.89%,2.30,   ,0.15,0.0010,1.10,1.27,   ,92.90,2.51亿,11.09%,45.37%,   ,0.70,2.35%,18.41%
医药行业,第一医药,2008-06-30,0.85,0.70,   ,1043.50万,2.69%,2.64%,3.08%,0.0655,66.38,2.71,25.12,   ,969.14万,-4.38%,2.13,   ,0.13,0.10,0.95,1.27,   ,91.51,4.88亿,9.28%,45.93%,   ,0.70,2.14%,17.90%
医药行业,第一医药,2008-09-30,0.92,0.71,   ,1529.21万,7.58%,0.0000%,4.90%,0.0960,68.63,3.93,27.70,   ,1438.24万,1.08%,1.96,   ,0.16,0.10,0.76,1.29,   ,96.33,7.17亿,7.88%,47.92%,   ,0.71,2.12%,17.59%
医药行业,第一医药,2008-12-31,0.88,0.66,   ,2001.49万,-0.23%,5.69%,6.38%,0.1300,72.54,4.96,23.98,   ,1899.82万,-5.68%,1.97,   ,0.17,0.13,0.73,1.33,   ,96.52,9.65亿,5.99%,46.67%,   ,0.66,2.07%,18.01%
医药行业,第一医药,2009-03-31,0.86,0.81,   ,607.04万,3.50%,0.0000%,1.73%,0.0380,61.04,1.47,24.08,   ,592.69万,2.44%,2.20,   ,0.21,0.19,0.93,1.35,   ,85.13,2.81亿,11.76%,46.13%,   ,0.81,2.16%,18.03%
医药行业,第一医药,2009-06-30,0.78,0.91,   ,2695.22万,158.29%,7.75%,7.08%,0.1691,62.56,2.88,23.83,   ,1111.56万,14.70%,2.39,   ,0.34,0.21,0.99,1.45,   ,86.39,5.38亿,10.23%,43.66%,   ,0.91,5.01%,17.36%
医药行业,第一医药,2009-09-30,0.87,0.82,   ,3274.71万,114.14%,0.0000%,8.44%,0.2055,67.92,3.98,26.67,   ,1690.01万,17.51%,2.44,   ,0.31,0.20,1.07,1.38,   ,94.58,7.89亿,10.06%,46.57%,   ,0.82,4.15%,17.27%
医药行业,第一医药,2009-12-31,0.79,0.77,   ,4000.36万,99.87%,11.85%,9.94%,0.2500,74.57,4.83,23.53,   ,2315.60万,21.89%,2.52,   ,0.33,0.17,1.12,1.44,   ,98.10,10.37亿,7.51%,44.25%,   ,0.77,3.86%,17.80%
医药行业,第一医药,2010-03-31,0.80,0.89,   ,787.74万,29.77%,1.90%,1.85%,0.0490,58.28,1.54,24.56,   ,787.82万,32.92%,2.67,   ,0.38,0.14,1.21,1.45,   ,82.84,3.14亿,11.98%,44.33%,   ,0.89,2.51%,16.45%
医药行业,第一医药,2010-06-30,0.77,0.93,   ,1571.27万,-41.70%,3.97%,4.03%,0.0986,63.88,2.82,24.07,   ,1548.62万,39.32%,2.44,   ,0.43,0.20,0.94,1.51,   ,87.95,5.75亿,6.98%,43.58%,   ,0.93,2.73%,17.09%
医药行业,第一医药,2010-09-30,0.85,0.87,   ,2153.85万,-34.23%,5.25%,5.30%,0.0965,68.06,3.97,30.15,   ,2110.42万,24.88%,2.55,   ,0.38,0.18,1.08,1.43,   ,98.21,8.37亿,6.00%,45.59%,   ,0.87,2.51%,17.26%
医药行业,第一医药,2010-12-31,0.82,0.84,   ,3032.44万,-24.20%,7.32%,7.07%,0.1400,70.34,5.12,27.37,   ,2961.95万,27.91%,2.69,   ,0.42,0.25,1.17,1.45,   ,97.71,11.47亿,10.66%,44.70%,   ,0.84,2.64%,17.50%
医药行业,第一医药,2011-03-31,0.85,0.94,   ,876.86万,11.31%,2.07%,2.05%,0.0393,57.09,1.58,30.99,   ,877.87万,11.43%,2.68,   ,0.47,0.12,1.11,1.47,   ,88.08,3.36亿,6.97%,45.50%,   ,0.94,2.61%,17.26%
医药行业,第一医药,2011-06-30,0.79,0.98,   ,1767.23万,12.47%,4.14%,4.17%,0.0792,60.33,2.98,31.28,   ,1648.44万,6.45%,2.66,   ,0.53,0.13,1.03,1.54,   ,91.61,6.32亿,9.83%,43.71%,   ,0.98,2.80%,17.48%
医药行业,第一医药,2011-09-30,0.86,0.94,   ,2665.42万,23.75%,6.28%,6.38%,0.1195,63.69,4.24,33.49,   ,2547.13万,20.69%,1.87,   ,0.13,0.14,0.67,1.50,   ,97.18,9.33亿,11.48%,45.86%,   ,0.94,2.86%,17.11%
医药行业,第一医药,2011-12-31,0.86,0.86,   ,3674.87万,21.19%,8.63%,8.70%,0.1600,69.01,5.22,30.98,   ,3508.85万,18.46%,1.89,   ,0.16,0.11,0.64,1.53,   ,99.99,12.68亿,10.53%,45.93%,   ,0.86,2.90%,17.15%
医药行业,第一医药,2012-03-31,0.83,0.99,   ,976.25万,11.34%,2.24%,2.18%,0.0438,61.03,1.47,32.26,   ,977.07万,11.30%,2.01,   ,0.20,0.13,0.72,1.55,   ,93.29,3.52亿,4.70%,45.08%,   ,0.99,2.77%,16.22%
医药行业,第一医药,2012-06-30,0.77,1.01,   ,1834.50万,3.81%,4.13%,3.94%,0.0822,63.22,2.85,31.92,   ,1822.58万,10.56%,2.09,   ,0.24,0.15,0.75,1.61,   ,95.15,6.73亿,6.54%,43.18%,   ,1.01,2.73%,16.42%
医药行业,第一医药,2012-09-30,0.79,0.94,   ,2656.96万,-0.32%,5.82%,5.45%,0.1191,68.35,3.95,33.41,   ,2533.41万,-0.54%,2.19,   ,0.23,0.16,0.87,1.59,   ,101.75,9.94亿,6.56%,43.73%,   ,0.94,2.67%,16.52%
医药行业,第一医药,2012-12-31,0.80,0.81,   ,3643.43万,-0.86%,7.96%,7.39%,0.1600,72.39,4.97,29.49,   ,3530.55万,0.62%,2.21,   ,0.25,0.25,0.85,1.53,   ,101.87,13.58亿,7.04%,43.98%,   ,0.81,2.68%,17.27%
医药行业,第一医药,2013-03-31,0.78,1.00,   ,978.89万,0.27%,1.99%,2.00%,0.0439,59.04,1.52,29.40,   ,977.38万,0.03%,2.19,   ,0.30,0.09,0.79,1.58,   ,88.45,3.80亿,7.94%,43.31%,   ,1.00,2.58%,15.33%
医药行业,第一医药,2013-06-30,0.70,1.07,   ,1892.63万,3.17%,3.82%,3.90%,0.0848,63.95,2.81,29.93,   ,1887.37万,3.56%,2.17,   ,0.34,0.09,0.73,1.69,   ,93.88,6.89亿,2.38%,40.71%,   ,1.07,2.75%,15.87%
医药行业,第一医药,2013-09-30,0.73,1.01,   ,2730.40万,2.76%,5.48%,5.46%,0.1224,69.34,3.89,32.71,   ,2597.89万,2.55%,2.24,   ,0.32,0.10,0.81,1.65,   ,102.05,9.91亿,-0.30%,41.73%,   ,1.01,2.76%,16.19%
医药行业,第一医药,2013-12-31,0.72,0.89,   ,3426.68万,-5.95%,6.71%,6.48%,0.1500,75.06,4.80,31.23,   ,3152.12万,-10.72%,2.37,   ,0.34,0.03,0.91,1.65,   ,106.29,13.48亿,-0.68%,41.48%,   ,0.89,2.54%,16.32%
医药行业,第一医药,2014-03-31,0.71,1.05,   ,1031.13万,5.34%,1.93%,1.91%,0.0462,57.83,1.56,32.32,   ,1017.90万,4.15%,2.42,   ,0.39,0.14,0.90,1.67,   ,90.15,3.91亿,2.83%,41.37%,   ,1.05,2.64%,14.61%
医药行业,第一医药,2014-06-30,0.65,1.12,   ,1938.73万,2.44%,3.55%,3.44%,0.0869,61.60,2.92,34.08,   ,1922.45万,1.86%,2.52,   ,0.43,0.15,0.97,1.76,   ,95.69,7.22亿,4.78%,39.26%,   ,1.12,2.69%,14.97%
医药行业,第一医药,2014-09-30,0.64,1.10,   ,2912.20万,6.66%,4.96%,4.76%,0.1305,64.15,4.21,35.27,   ,2744.61万,5.65%,2.74,   ,0.42,0.20,0.29,1.74,   ,99.42,10.64亿,7.35%,38.87%,   ,1.10,2.74%,15.20%
医药行业,第一医药,2014-12-31,0.67,0.87,   ,3702.48万,8.05%,6.31%,5.75%,0.1700,76.97,4.68,32.92,   ,3364.12万,6.73%,2.89,   ,0.44,0.09,0.29,1.72,   ,109.89,14.15亿,4.92%,39.78%,   ,0.87,2.62%,15.88%
医药行业,第一医药,2015-03-31,0.63,1.09,   ,1203.05万,16.67%,1.78%,1.70%,0.0539,61.25,1.47,30.12,   ,1195.45万,17.44%,3.17,   ,0.49,0.23,0.29,1.77,   ,91.38,4.23亿,8.32%,38.31%,   ,1.09,2.84%,14.35%
医药行业,第一医药,2015-06-30,0.56,1.19,   ,2319.36万,19.63%,3.22%,2.91%,0.1040,64.38,2.80,31.88,   ,2304.92万,19.89%,3.58,   ,0.54,0.24,0.29,1.88,   ,96.26,7.83亿,8.52%,35.55%,   ,1.19,2.96%,14.47%
医药行业,第一医药,2015-09-30,0.59,1.15,   ,3247.38万,11.51%,4.70%,4.42%,0.1456,67.71,3.99,34.62,   ,3074.40万,12.02%,3.29,   ,0.53,0.25,0.29,1.84,   ,102.33,11.40亿,7.16%,37.06%,   ,1.15,2.85%,15.00%
医药行业,第一医药,2015-12-31,0.58,1.02,   ,4116.85万,11.19%,5.80%,5.30%,0.1800,76.35,4.72,31.33,   ,3768.69万,12.03%,3.48,   ,0.56,0.22,0.29,1.87,   ,107.68,14.91亿,5.39%,36.34%,   ,1.02,2.76%,15.35%
医药行业,第一医药,2016-03-31,0.59,1.15,   ,1323.35万,10.00%,1.78%,1.86%,0.0593,60.93,1.48,28.97,   ,1318.02万,10.25%,3.19,   ,0.62,0.09,0.29,1.92,   ,89.90,4.30亿,1.69%,36.87%,   ,1.15,3.08%,15.01%
医药行业,第一医药,2016-06-30,0.56,1.31,   ,2411.26万,3.96%,3.18%,3.26%,0.1081,62.18,2.89,31.66,   ,2389.29万,3.66%,3.32,   ,0.67,0.21,0.29,2.00,   ,93.84,8.03亿,2.48%,35.51%,   ,1.31,3.00%,15.32%
医药行业,第一医药,2016-09-30,0.59,1.22,   ,4158.40万,28.05%,5.50%,5.73%,0.1864,68.40,3.95,33.09,   ,4029.09万,31.05%,3.25,   ,0.68,0.23,0.29,1.96,   ,101.49,11.54亿,1.28%,36.71%,   ,1.22,3.60%,15.63%
医药行业,第一医药,2016-12-31,0.62,1.01,   ,4603.42万,11.82%,6.12%,6.31%,0.2100,78.45,4.59,30.11,   ,4455.34万,18.22%,3.27,   ,0.68,0.16,0.29,1.90,   ,108.55,15.19亿,1.88%,37.91%,   ,1.01,3.03%,15.68%
医药行业,第一医药,2017-03-31,0.61,1.19,   ,1402.69万,6.00%,1.87%,1.81%,0.0629,66.42,1.36,31.70,   ,1393.28万,5.71%,3.47,   ,0.75,0.10,0.29,1.91,   ,98.12,4.34亿,0.86%,37.66%,   ,1.19,3.23%,15.02%
医药行业,第一医药,2017-06-30,0.63,1.19,   ,2452.86万,1.73%,3.36%,3.43%,0.1100,70.62,2.55,31.63,   ,2420.83万,1.32%,3.21,   ,0.72,0.18,0.29,1.90,   ,102.25,8.19亿,2.01%,38.60%,   ,1.19,2.99%,15.38%
